Entity,Code,Year,Emissions,Ranking
Philippines,PHL,2010,82951250,
South Africa,ZAF,1955,82936182,
France,FRA,1884,82912656,
Qatar,QAT,2013,82697898,43
Argentina,ARG,1970,82648001,
Japan,JPN,1926,82604880,
Taiwan,TWN,1983,82467338,
Indonesia,IDN,1977,82416447,
Belgium,BEL,1953,82373677,
United States of America,USA,1868,82352064,
Iran,IRN,1968,82329563,
France,FRA,1882,82308096,
Kuwait,KWT,2008,82298264,
Belgium,BEL,1947,82030075,
Japan,JPN,1925,82011312,
Algeria,DZA,1993,81942440,
United Kingdom,GBR,1841,81839104,
South Korea,KOR,1975,81783999,
India,IND,1956,81779196,
Greece,GRC,2013,81735054,44
Chile,CHL,2013,81691568,45
Chile,CHL,2015,81633171,44
Czechia,CZE,1956,81333686,
North Korea,PRK,1995,81259899,
Bulgaria,BGR,1978,81207088,
Turkey,TUR,1977,81120829,
United Kingdom,GBR,1840,80959744,
Uzbekistan,UZB,1972,80891886,
Mexico,MEX,1966,80844570,
Belgium,BEL,1949,80772046,
Sweden,SWE,1975,80760471,
United Arab Emirates,ARE,1998,80682450,
Canada,CAN,1921,80483424,
Bangladesh,BGD,2017,80323841,45
Bulgaria,BGR,1981,80086800,
Venezuela,VEN,1946,80050567,
France,FRA,1944,79986445,
Egypt,EGY,1992,79939460,
Canada,CAN,1934,79913275,
Hungary,HUN,1976,79897130,
Algeria,DZA,1992,79881771,
Sweden,SWE,1974,79823137,
Algeria,DZA,1989,79808266,
Colombia,COL,2012,79727172,45
France,FRA,1885,79713984,
Chile,CHL,2012,79703781,46
Qatar,QAT,2011,79647573,44
Sweden,SWE,1978,79476915,
Japan,JPN,1924,79347584,
Canada,CAN,1913,79281632,
Japan,JPN,1919,79193696,
Austria,AUT,2005,79192432,
Turkey,TUR,1981,79186174,
Belgium,BEL,1938,79119075,
France,FRA,1886,79072784,
Belarus,BLR,1971,78954379,
Bulgaria,BGR,1979,78927902,
India,IND,1955,78907851,
Ukraine,UKR,1941,78893261,
Nigeria,NGA,2000,78823061,
Algeria,DZA,1991,78805352,
Canada,CAN,1935,78795755,
Poland,POL,1906,78691728,
Greece,GRC,2014,78659796,44
Romania,ROU,1965,78636911,
Kazakhstan,KAZ,1957,78626308,
China,CHN,1950,78581973,
Chile,CHL,2011,78083804,45
Romania,ROU,2017,78077490,46
Hungary,HUN,1988,78054788,
Belgium,BEL,1925,78039536,
Turkmenistan,TKM,2018,78034724,46
France,FRA,1881,77984576,
Japan,JPN,1932,77980502,
Iran,IRN,1948,77951333,
Japan,JPN,1931,77904004,
Thailand,THA,1989,77784244,
United Kingdom,GBR,1839,77779392,
Romania,ROU,2015,77725630,45
Belgium,BEL,1926,77684128,
Austria,AUT,2004,77674391,
Spain,ESP,1966,77617014,
Australia,AUS,1958,77608251,
Sweden,SWE,1968,77606031,
Germany,DEU,1869,77592528,
Austria,AUT,2003,77554252,
United Arab Emirates,ARE,1999,77542647,
Romania,ROU,2014,77432417,45
Chile,CHL,2014,77422779,46
Canada,CAN,1924,77383680,
Philippines,PHL,2008,77299966,
Egypt,EGY,1991,77294807,
Brazil,BRA,1968,77271377,
Bulgaria,BGR,1980,77250574,
Argentina,ARG,1969,77248870,
Ukraine,UKR,1946,77226825,
Pakistan,PAK,1993,77176571,
Romania,ROU,2018,76951219,47
Uzbekistan,UZB,1971,76929996,
Austria,AUT,2006,76898329,
Romania,ROU,2013,76875894,46
Algeria,DZA,1990,76736640,
Turkey,TUR,1978,76714013,
Bulgaria,BGR,1990,76698975,
Germany,DEU,1870,76639888,
Japan,JPN,1945,76635163,
Philippines,PHL,2009,76492544,
Canada,CAN,1916,76456688,
Venezuela,VEN,1979,76447393,
United Kingdom,GBR,1836,76445696,
Belarus,BLR,1993,76380050,
Poland,POL,1920,76379744,
Colombia,COL,2010,76278424,
Vietnam,VNM,2003,76277007,
Belgium,BEL,1924,76255168,
Mexico,MEX,1920,76236848,
Belgium,BEL,1950,76200482,
North Korea,PRK,2006,76172838,
France,FRA,1880,76148912,
Canada,CAN,1919,76090288,
Algeria,DZA,1986,76080388,
Colombia,COL,2011,76079775,46
Hungary,HUN,1989,75917200,
Japan,JPN,1923,75907088,
Bangladesh,BGD,2016,75857425,45
Canada,CAN,1931,75849255,
Netherlands,NLD,1961,75818784,
Romania,ROU,2016,75812802,46
United Kingdom,GBR,1838,75811824,
Czechia,CZE,1955,75796826,
Bulgaria,BGR,1977,75795862,
South Korea,KOR,1974,75633063,
Taiwan,TWN,1979,75499210,
Russia,RUS,1913,75340209,
Hungary,HUN,1975,75288268,
Canada,CAN,1925,75247568,
Egypt,EGY,1990,75218919,
Turkey,TUR,1980,75212413,
Mexico,MEX,1965,75167897,
Romania,ROU,2019,75084050,47
Venezuela,VEN,1974,75057580,
Turkey,TUR,1979,75037983,
Belgium,BEL,1936,75003563,
Greece,GRC,2015,74957905,46
Belgium,BEL,1934,74957773,
Poland,POL,1921,74947120,
North Korea,PRK,2005,74918719,
Ukraine,UKR,1939,74904819,
Nigeria,NGA,2009,74884863,
Poland,POL,1905,74884832,
Kuwait,KWT,2007,74874775,
Taiwan,TWN,1982,74854038,
Greece,GRC,2017,74852846,47
Denmark,DNK,1996,74829944,
Israel,ISR,2012,74784579,47
Egypt,EGY,1987,74613521,
Taiwan,TWN,1981,74566982,
Australia,AUS,1957,74516370,
Venezuela,VEN,1970,74489415,
Belarus,BLR,1970,74406906,
Egypt,EGY,1986,74392898,
Germany,DEU,1868,74368208,
Egypt,EGY,1988,74309478,
Japan,JPN,1920,74280272,
Austria,AUT,2007,74262588,
Mexico,MEX,1964,74200126,
Iraq,IRQ,1995,74084186,
Hungary,HUN,1974,74010160,
Ukraine,UKR,1938,73997611,
South Africa,ZAF,1954,73897808,
United Kingdom,GBR,1837,73770976,
Belgium,BEL,1939,73709369,
Austria,AUT,2008,73588405,
North Korea,PRK,1970,73476317,
Hungary,HUN,1990,73464854,
Netherlands,NLD,1960,73437600,
Kuwait,KWT,2006,73389091,
Turkey,TUR,1976,73359481,
Philippines,PHL,2005,73271294,
Italy,ITA,1955,73266224,
Greece,GRC,1989,73229976,
Nigeria,NGA,1986,73192175,
United Arab Emirates,ARE,1997,73100739,
South Korea,KOR,1973,73031868,
Australia,AUS,1956,73029529,
Czechia,CZE,1954,73020797,
Hungary,HUN,1973,72981665,
Bulgaria,BGR,1976,72964812,
Malaysia,MYS,1992,72961016,
Bulgaria,BGR,1975,72922192,
United States of America,USA,1867,72865968,
Bangladesh,BGD,2015,72834625,47
United Arab Emirates,ARE,1996,72774806,
Philippines,PHL,2004,72770780,
Poland,POL,1929,72689689,
Finland,FIN,2003,72657821,
Belgium,BEL,1933,72656573,
Algeria,DZA,1985,72609068,
United Arab Emirates,ARE,1994,72604574,
Colombia,COL,2009,72556720,
Uzbekistan,UZB,1970,72544895,
India,IND,1954,72527857,
Sweden,SWE,1966,72517360,
Philippines,PHL,2000,72346410,
Iraq,IRQ,1989,72241825,
Iraq,IRQ,1998,72101476,
Mexico,MEX,1923,72037904,
Romania,ROU,1964,72037028,
Pakistan,PAK,1992,72015050,
Austria,AUT,2010,72011841,
Morocco,MAR,2019,71928924,48
Qatar,QAT,2010,71919912,
Austria,AUT,2002,71918762,
Egypt,EGY,1989,71904562,
Belgium,BEL,1923,71884016,
Kazakhstan,KAZ,1956,71848819,
Greece,GRC,2018,71797869,48
Poland,POL,1922,71770432,
North Korea,PRK,2004,71721987,
Iraq,IRQ,2000,71715412,
Sweden,SWE,1980,71714240,
Oman,OMN,2019,71684606,49
Iraq,IRQ,1999,71681328,
North Korea,PRK,2001,71664969,
Belgium,BEL,1935,71640635,
North Korea,PRK,1996,71637892,
Germany,DEU,1874,71594560,
Japan,JPN,1918,71543264,
Japan,JPN,1922,71429680,
Greece,GRC,2016,71368361,47
Chile,CHL,2010,71329755,
Kuwait,KWT,2005,71166439,
Bulgaria,BGR,1974,71136529,
Iraq,IRQ,1994,71089157,
Oman,OMN,2018,71029916,49
Spain,ESP,1965,71020450,
South Africa,ZAF,1953,70996068,
Algeria,DZA,1984,70946530,
South Africa,ZAF,1952,70882900,
Taiwan,TWN,1978,70836164,
Chile,CHL,2008,70818660,
Philippines,PHL,2007,70764075,
Belarus,BLR,1969,70741832,
Chile,CHL,2007,70706948,
Australia,AUS,1955,70674171,
Nigeria,NGA,1988,70421346,
Russia,RUS,1929,70381292,
North Korea,PRK,2008,70328126,
Philippines,PHL,2001,70304545,
Saudi Arabia,SAU,1972,70281677,
Turkmenistan,TKM,2015,70230952,48
Philippines,PHL,2003,70214685,
Canada,CAN,1932,70206596,
Turkmenistan,TKM,2017,70193125,48
Nigeria,NGA,1979,70185587,
Turkmenistan,TKM,2016,70163813,48
Philippines,PHL,2002,70155113,
North Korea,PRK,2003,70136507,
Ukraine,UKR,1937,70110056,
Austria,AUT,2001,70102600,
Philippines,PHL,1997,70062610,
Japan,JPN,1947,70032368,
United Arab Emirates,ARE,1995,70012731,
Hungary,HUN,1970,69934557,
Austria,AUT,2011,69898241,47
Hungary,HUN,1991,69784519,
Nigeria,NGA,1985,69635960,
Austria,AUT,2017,69628860,49
Venezuela,VEN,1957,69583279,
Portugal,PRT,2002,69556083,
Portugal,PRT,2005,69483982,
Canada,CAN,1933,69482551,
Romania,ROU,1963,69455454,
Nigeria,NGA,1984,69405882,
Sweden,SWE,1981,69389081,
Poland,POL,1904,69381504,
Hungary,HUN,1972,69354353,
Russia,RUS,1912,69353740,
Iraq,IRQ,1996,69284355,
Czechia,CZE,1943,69265692,
Hungary,HUN,1971,69209416,
Canada,CAN,1922,69209296,
North Korea,PRK,2000,69166026,
Germany,DEU,1867,69154336,
Argentina,ARG,1968,69009217,
Uzbekistan,UZB,1969,68967913,
Finland,FIN,2004,68960755,
Venezuela,VEN,1969,68933177,
Sweden,SWE,1967,68929739,
India,IND,1953,68816181,
Bulgaria,BGR,1973,68717268,
Ukraine,UKR,1945,68712789,
Vietnam,VNM,2002,68661320,
North Korea,PRK,2002,68642902,
Qatar,QAT,2009,68596891,
Israel,ISR,2011,68594737,48
Venezuela,VEN,1978,68591442,
Ukraine,UKR,1936,68566093,
Austria,AUT,2019,68495143,50
Poland,POL,1903,68487488,
Finland,FIN,2006,68384423,
Canada,CAN,1914,68381232,
Czechia,CZE,1953,68375347,
Israel,ISR,2010,68286901,
Philippines,PHL,1998,68252959,
Philippines,PHL,1999,68176666,
Iraq,IRQ,1997,68078825,
Nigeria,NGA,1980,68035184,
Turkmenistan,TKM,2014,68032120,47
Belgium,BEL,1913,68014832,
Russia,RUS,1914,67996239,
Israel,ISR,2008,67980176,
Belarus,BLR,1968,67927961,
Iran,IRN,1967,67880946,
Mexico,MEX,1924,67871936,
United Kingdom,GBR,1830,67864608,
Australia,AUS,1954,67838562,
Pakistan,PAK,1990,67828451,
Austria,AUT,2013,67745690,47
Belgium,BEL,1932,67713213,
India,IND,1952,67535549,
France,FRA,1879,67498208,
Austria,AUT,2009,67493948,
Japan,JPN,1917,67483552,
Pakistan,PAK,1991,67477872,
Austria,AUT,1996,67421589,
Canada,CAN,1912,67271040,
Portugal,PRT,2004,67255325,
Austria,AUT,1997,67232779,
Austria,AUT,2012,67209096,48
Greece,GRC,2019,67183971,51
Iraq,IRQ,1988,67127427,
Netherlands,NLD,1959,67118002,
China,CHN,1939,67113397,
Austria,AUT,2016,67112265,49
Greece,GRC,1988,67051058,
Poland,POL,1901,66897312,
Syria,SYR,2008,66877396,
Austria,AUT,1998,66875147,
Japan,JPN,1921,66809376,
Colombia,COL,1994,66790576,
Portugal,PRT,1999,66763193,
Finland,FIN,2007,66760303,
Malaysia,MYS,1991,66730446,
Austria,AUT,2018,66719678,50
Netherlands,NLD,1958,66690265,
Colombia,COL,2008,66650056,
Philippines,PHL,2006,66521913,
Russia,RUS,1916,66519816,
Venezuela,VEN,1973,66432852,
Algeria,DZA,1980,66416467,
Turkmenistan,TKM,2013,66374122,48
Bulgaria,BGR,1969,66307711,
Mexico,MEX,1963,66292194,
Austria,AUT,2015,66283237,49
Uzbekistan,UZB,1968,66225327,
Thailand,THA,1988,66202873,
Austria,AUT,2000,66162888,
Brazil,BRA,1967,66079408,
Bulgaria,BGR,1972,66078922,
Belarus,BLR,1967,66072044,
Czechia,CZE,1944,66042607,
Bangladesh,BGD,2014,65978676,48
Czechia,CZE,1952,65970667,
Chile,CHL,2009,65919903,
France,FRA,1873,65849408,
Nigeria,NGA,1981,65810503,
United Kingdom,GBR,1831,65765136,
Venezuela,VEN,1967,65752378,
Austria,AUT,1991,65725533,
Syria,SYR,2007,65718480,
Belarus,BLR,2008,65694818,
United Kingdom,GBR,1832,65589264,
Venezuela,VEN,1968,65572070,
United Arab Emirates,ARE,1993,65565386,
Austria,AUT,1999,65562722,
United Kingdom,GBR,1834,65537968,
Kazakhstan,KAZ,1955,65530952,
Portugal,PRT,2000,65526588,
Mongolia,MNG,2019,65513698,52
Oman,OMN,2017,65510807,50
United Kingdom,GBR,1833,65494000,
Poland,POL,1902,65490336,
Argentina,ARG,1967,65475982,
Denmark,DNK,1997,65429570,
Turkey,TUR,1975,65419388,
Nigeria,NGA,1982,65393573,
Morocco,MAR,2018,65367444,51
France,FRA,1876,65358432,
Russia,RUS,1928,65355743,
United Kingdom,GBR,1835,65263168,
France,FRA,1875,65259504,
Mexico,MEX,1961,65239903,
France,FRA,1878,65222864,
Belgium,BEL,1941,65183668,
North Korea,PRK,1997,65158255,
Colombia,COL,1998,65157688,
Venezuela,VEN,1959,65149334,
Portugal,PRT,2001,65149305,
South Africa,ZAF,1951,65141679,
Netherlands,NLD,1956,65078551,
Finland,FIN,2002,65059792,
Venezuela,VEN,1956,65008162,
Israel,ISR,2013,64974682,49
China,CHN,1936,64955167,
Israel,ISR,2015,64949825,50
Italy,ITA,1954,64938322,
Ukraine,UKR,1944,64895966,
Belgium,BEL,1912,64775856,
Portugal,PRT,2006,64767655,
Denmark,DNK,1994,64669759,
Turkmenistan,TKM,2012,64532910,49
Mongolia,MNG,2018,64508256,52
Colombia,COL,1997,64496528,
Portugal,PRT,2003,64419315,
Uzbekistan,UZB,1967,64416027,
Netherlands,NLD,1957,64407771,
Spain,ESP,1964,64323808,
Qatar,QAT,2008,64257096,
Bulgaria,BGR,1971,64221559,
Brazil,BRA,1966,64211635,
Israel,ISR,2019,64172119,53
Denmark,DNK,1991,64169418,
Belarus,BLR,2006,64157158,
India,IND,1951,64124886,
Iran,IRN,1966,64103362,
Finland,FIN,2010,64099451,
North Korea,PRK,1999,64099399,
Austria,AUT,2014,64084427,49
North Korea,PRK,1969,64079367,
Austria,AUT,1995,64065260,
Finland,FIN,1996,64062409,
Chile,CHL,2006,63971624,
France,FRA,1877,63925808,
Israel,ISR,2016,63907207,50
Israel,ISR,2009,63860946,
Morocco,MAR,2017,63830812,51
Romania,ROU,1962,63812795,
Egypt,EGY,1985,63807233,
Venezuela,VEN,1975,63750447,
Mexico,MEX,1962,63743714,
Belarus,BLR,2013,63743445,50
Egypt,EGY,1984,63704312,
Venezuela,VEN,1977,63650062,
Hungary,HUN,1993,63632762,
Belarus,BLR,2007,63569928,
North Korea,PRK,2007,63479217,
Germany,DEU,1865,63467808,
Iran,IRN,1947,63467630,
Colombia,COL,1993,63337803,
Poland,POL,1900,63306592,
Sweden,SWE,1996,63302778,
Hungary,HUN,1996,63257520,
Qatar,QAT,2006,63196167,
Belarus,BLR,1966,63187831,
Belarus,BLR,2010,63156392,
Iraq,IRQ,1993,63129769,
Kuwait,KWT,2004,63107932,
Belarus,BLR,2014,63083639,50
Argentina,ARG,1966,63072667,
Mexico,MEX,1960,63052287,
Israel,ISR,2001,63022354,
Belarus,BLR,2012,63008346,50
Denmark,DNK,1979,62977606,
Germany,DEU,1866,62907216,
Qatar,QAT,2007,62899432,
Poland,POL,1928,62888132,
Israel,ISR,2007,62799906,
Czechia,CZE,1942,62736524,
Finland,FIN,1997,62722992,
France,FRA,1874,62643408,
Greece,GRC,1987,62575554,
Sweden,SWE,1965,62562213,
Finland,FIN,2001,62536206,
Venezuela,VEN,1972,62514096,
Venezuela,VEN,1971,62500183,
Belarus,BLR,2019,62483877,54
Israel,ISR,2017,62467255,52
Algeria,DZA,1978,62455266,
Hungary,HUN,1992,62415942,
Israel,ISR,2003,62414678,
Russia,RUS,1915,62411410,
Belarus,BLR,1994,62367886,
Sweden,SWE,1985,62364730,
Hungary,HUN,1969,62358237,
Hungary,HUN,1964,62341166,
Portugal,PRT,2007,62280423,
Israel,ISR,2014,62279102,51
Sweden,SWE,1982,62257370,
Nigeria,NGA,1974,62235495,
Israel,ISR,2018,62212641,53
Turkmenistan,TKM,2011,62182265,49
Israel,ISR,2006,62148963,
Austria,AUT,1990,62124701,
Belarus,BLR,2011,62106745,50
Belgium,BEL,1940,62103938,
Denmark,DNK,1970,62039320,
Sweden,SWE,1986,62010523,
Colombia,COL,2006,62004536,
Hungary,HUN,2003,61981471,
Hungary,HUN,1994,61973512,
Poland,POL,1899,61917936,
Hungary,HUN,1999,61911602,
Belarus,BLR,2018,61871676,54
Denmark,DNK,1977,61817352,
Hungary,HUN,1997,61813139,
Indonesia,IDN,1976,61788272,
Bangladesh,BGD,2013,61781600,51
Finland,FIN,1994,61716202,
Czechia,CZE,1951,61699768,
Hungary,HUN,1995,61690774,
Belgium,BEL,1911,61687104,
Hungary,HUN,1966,61672921,
Slovakia,SVK,1990,61633463,
Oman,OMN,2015,61604025,51
Uzbekistan,UZB,1966,61603537,
Denmark,DNK,1995,61581621,
Syria,SYR,2009,61562223,
Colombia,COL,1992,61494680,
Iraq,IRQ,2007,61491764,
Hungary,HUN,1998,61415001,
Belarus,BLR,2009,61402699,
Belarus,BLR,2005,61367099,
Austria,AUT,1979,61322076,
Belgium,BEL,1910,61287728,
Philippines,PHL,1996,61253682,
Hungary,HUN,1965,61234132,
Bulgaria,BGR,1991,61232597,
Russia,RUS,1911,61224438,
Russia,RUS,1917,61219950,
India,IND,1950,61201648,
Denmark,DNK,1998,61199456,
Bulgaria,BGR,1970,61173973,
Libya,LBY,2010,61121659,
Oman,OMN,2013,61120724,52
Canada,CAN,1915,61115520,
Denmark,DNK,1978,61095818,
Hungary,HUN,1968,61093206,
Belgium,BEL,1942,61076829,
Morocco,MAR,2016,61031516,51
South Africa,ZAF,1950,61031117,
Morocco,MAR,2015,61027926,52
Taiwan,TWN,1977,61016306,
Austria,AUT,1994,61002439,
Netherlands,NLD,1955,60986487,
Austria,AUT,1913,60983616,
Chile,CHL,2005,60947096,
Turkey,TUR,1974,60928684,
France,FRA,1872,60924992,
Chile,CHL,1999,60907276,
Serbia,SRB,2006,60861369,
Belarus,BLR,2017,60742935,53
Venezuela,VEN,1965,60729599,
Syria,SYR,2010,60716402,
Bangladesh,BGD,2012,60691320,51
Poland,POL,1927,60668512,
Austria,AUT,1993,60635419,
Denmark,DNK,2003,60613733,
Denmark,DNK,1993,60607847,
Hungary,HUN,2005,60606527,
South Africa,ZAF,1949,60586070,
China,CHN,1937,60490599,
Hungary,HUN,2004,60489917,
Oman,OMN,2014,60409825,52
Sweden,SWE,1964,60368070,
Denmark,DNK,1980,60347892,
Pakistan,PAK,1989,60316616,
Belarus,BLR,2016,60284851,52
South Korea,KOR,1972,60277322,
Canada,CAN,1911,60269136,
Hungary,HUN,2001,60238801,
Iran,IRN,1946,60232318,
Russia,RUS,1909,60214726,
Serbia,SRB,2004,60212040,
Austria,AUT,1992,60204069,
Australia,AUS,1952,60201351,
Colombia,COL,2007,60178840,
Denmark,DNK,1976,60102334,
Belarus,BLR,2004,60076469,
Denmark,DNK,1985,60064575,
Colombia,COL,2005,60059624,
Oman,OMN,2016,60033127,53
Austria,AUT,1908,60030976,
Austria,AUT,1973,60015805,
Spain,ESP,1962,59975850,
Slovakia,SVK,1978,59975345,
Portugal,PRT,2008,59973063,
Slovakia,SVK,1984,59958817,
Sweden,SWE,1994,59953809,
Philippines,PHL,1995,59948764,
Poland,POL,1938,59936086,
Hungary,HUN,2006,59915381,
Poland,POL,1898,59844112,
Belarus,BLR,1965,59833021,
Ukraine,UKR,1935,59792946,
Greece,GRC,1985,59771215,
Colombia,COL,1996,59770880,
Saudi Arabia,SAU,1971,59756642,
Venezuela,VEN,1955,59751005,
Nigeria,NGA,1983,59705247,
Sweden,SWE,1987,59695575,
Morocco,MAR,2014,59642599,53
Serbia,SRB,2007,59630236,
Kuwait,KWT,2003,59622934,
Denmark,DNK,1972,59593893,
Slovakia,SVK,1986,59562440,
Vietnam,VNM,2001,59529185,
Israel,ISR,2000,59519380,
Bulgaria,BGR,1968,59463509,
Poland,POL,1945,59458174,
Australia,AUS,1953,59434623,
Slovakia,SVK,1977,59428139,
Denmark,DNK,2006,59417005,
Finland,FIN,1998,59373256,
Sweden,SWE,1995,59366207,
Denmark,DNK,1969,59342587,
Turkey,TUR,1973,59310030,
Israel,ISR,2002,59299734,
China,CHN,1949,59272351,
North Korea,PRK,1968,59268980,
United States of America,USA,1866,59232224,
Denmark,DNK,1973,59221798,
Hungary,HUN,2002,59197005,
Slovakia,SVK,1985,59147765,
Portugal,PRT,1998,59138434,
Slovakia,SVK,1980,59111210,
Russia,RUS,1910,59052436,
Chile,CHL,2004,59047476,
Australia,AUS,1951,59029376,
Morocco,MAR,2012,59027740,52
Nigeria,NGA,1987,59024431,
Denmark,DNK,1986,58906217,
Finland,FIN,1999,58894770,
Iraq,IRQ,1992,58889342,
Slovakia,SVK,1987,58868401,
Russia,RUS,1927,58850493,
United States of America,USA,1865,58821856,
Argentina,ARG,1965,58804850,
Austria,AUT,1910,58785216,
Colombia,COL,1995,58775392,
Hungary,HUN,1967,58770825,
North Korea,PRK,1998,58768832,
Spain,ESP,1963,58742903,
Morocco,MAR,2013,58734664,53
Belarus,BLR,1997,58720592,
Sweden,SWE,1998,58696666,
Oman,OMN,2012,58690691,53
Hungary,HUN,2007,58688626,
Israel,ISR,2004,58679234,
United States of America,USA,1864,58656976,
Belarus,BLR,2015,58633060,53
Denmark,DNK,1999,58619253,
Finland,FIN,2008,58609619,
Hungary,HUN,2000,58608275,
Japan,JPN,1916,58598352,
South Korea,KOR,1971,58549776,
Slovakia,SVK,1981,58474930,
Slovakia,SVK,1979,58418832,
Netherlands,NLD,1954,58392910,
Libya,LBY,2014,58361317,54
Denmark,DNK,1992,58361255,
Denmark,DNK,1987,58345549,
Uzbekistan,UZB,1965,58331461,
Belgium,BEL,1907,58323552,
Mexico,MEX,1959,58286969,
Greece,GRC,1986,58273682,
Sweden,SWE,1983,58268976,
Belarus,BLR,1996,58214799,
Sweden,SWE,1997,58212552,
Austria,AUT,1976,58204316,
Czechia,CZE,1941,58168055,
Finland,FIN,1995,58145443,
Finland,FIN,1980,58139490,
Chile,CHL,2000,58113720,
Bulgaria,BGR,1996,58108020,
Japan,JPN,1914,58015776,
Slovakia,SVK,1983,57996573,
Kuwait,KWT,2002,57979850,
Slovakia,SVK,1988,57922022,
Slovakia,SVK,1982,57909350,
Czechia,CZE,1950,57901263,
Belgium,BEL,1943,57852688,
Belgium,BEL,1908,57847232,
Kazakhstan,KAZ,1954,57791220,
Czechia,CZE,1940,57790672,
Belgium,BEL,1909,57762960,
United Arab Emirates,ARE,1992,57757677,
Bulgaria,BGR,1995,57716366,
Sweden,SWE,1991,57707223,
Slovakia,SVK,1976,57694925,
Bulgaria,BGR,1993,57675637,
Pakistan,PAK,1988,57607377,
China,CHN,1935,57596609,
Finland,FIN,1987,57533670,
Hungary,HUN,2008,57530815,
Belgium,BEL,1906,57495488,
Sweden,SWE,1993,57493449,
Kuwait,KWT,2001,57484678,
Sweden,SWE,1992,57451490,
Sweden,SWE,1988,57426039,
Belarus,BLR,1995,57375451,
Austria,AUT,1987,57375057,
Belarus,BLR,1998,57372468,
Sweden,SWE,1990,57348825,
Sweden,SWE,1984,57308846,
Austria,AUT,1974,57294546,
Venezuela,VEN,1976,57273446,
Austria,AUT,1978,57227184,
Portugal,PRT,2009,57200256,
Libya,LBY,2009,57195595,
Sweden,SWE,2003,57160567,
Peru,PER,2010,57150544,
Turkmenistan,TKM,2010,57108891,
South Africa,ZAF,1948,57098151,
Colombia,COL,2003,57093904,
Mexico,MEX,1925,57085120,
Finland,FIN,2005,57042898,
Russia,RUS,1908,57041987,
Finland,FIN,2000,57038247,
Venezuela,VEN,1960,57016829,
Bulgaria,BGR,1992,57010432,
Denmark,DNK,1971,57009469,
Egypt,EGY,1983,56980476,
Venezuela,VEN,1966,56974000,
Serbia,SRB,1988,56973843,
Finland,FIN,1990,56971874,
France,FRA,1869,56942224,
Azerbaijan,AZE,1988,56919379,
Colombia,COL,1990,56897743,
Chile,CHL,1998,56807260,
Serbia,SRB,1989,56792336,
Morocco,MAR,2011,56711598,51
Russia,RUS,1907,56694198,
United Arab Emirates,ARE,1991,56672349,
Brazil,BRA,1964,56666677,
Turkmenistan,TKM,2008,56665734,
Finland,FIN,2011,56665652,52
Colombia,COL,1991,56654080,
Germany,DEU,1864,56641776,
Serbia,SRB,1986,56579213,
Sweden,SWE,2002,56572520,
Poland,POL,1930,56565138,
Bangladesh,BGD,2011,56556344,53
Venezuela,VEN,1964,56550015,
Israel,ISR,2005,56524139,
Belarus,BLR,2003,56484954,
Sweden,SWE,2004,56475919,
Serbia,SRB,1990,56448354,
Egypt,EGY,1982,56431167,
Belgium,BEL,1946,56410635,
Belarus,BLR,1964,56402246,
Finland,FIN,1993,56352553,
Poland,POL,1937,56336128,
Brazil,BRA,1965,56329616,
Thailand,THA,1987,56306165,
India,IND,1949,56290252,
Greece,GRC,1984,56284273,
Morocco,MAR,2010,56269600,
Colombia,COL,2000,56258838,
Czechia,CZE,1949,56238227,
Hungary,HUN,1963,56227791,
Azerbaijan,AZE,1992,56183104,
Venezuela,VEN,1963,56151739,
Syria,SYR,2011,56139349,54
Bulgaria,BGR,1994,56083527,
Austria,AUT,1972,56071358,
Taiwan,TWN,1976,56053713,
South Africa,ZAF,1946,56043453,
Israel,ISR,1998,56009298,
Italy,ITA,1953,55994577,
Austria,AUT,1977,55994277,
Colombia,COL,2001,55938888,
Finland,FIN,2009,55924365,
Belgium,BEL,1922,55908976,
Turkmenistan,TKM,2007,55890131,
Spain,ESP,1958,55872806,
South Africa,ZAF,1945,55868087,
Denmark,DNK,2001,55865233,
Bulgaria,BGR,1997,55861269,
South Africa,ZAF,1947,55834308,
Austria,AUT,1981,55833758,
